Geneid	BT1	BT2	BT3	BT4	BT5	CH1	CH2	CH3	CH4	CH5	HT1	HT2	HT3	HT4	HT5	LS1	LS2	LS3	LS4	LS5	LT1	LT2	LT3	LT4	LT5	QY1	QY2	QY3	QY4	QY5
NR2F6	32.712	29.010	48.948	40.797	38.934	31.352	29.624	29.511	23.248	40.708	65.755	44.270	41.198	43.380	43.964	45.937	38.462	62.160	59.242	48.096	36.639	21.793	37.276	32.878	29.277	48.566	30.694	44.911	40.212	27.145
USHBP1	13.444	11.937	42.680	43.954	11.763	5.268	31.805	6.593	20.231	13.108	53.386	38.053	58.172	51.000	46.524	9.876	12.273	15.097	24.233	19.277	22.674	29.935	20.038	23.701	6.820	11.803	19.670	31.875	30.828	4.608
BABAM1	53.541	72.667	58.153	58.566	61.633	60.516	66.702	66.591	65.860	85.707	74.036	47.637	73.917	65.663	67.837	71.680	76.761	92.066	80.475	107.830	54.311	53.292	68.005	60.125	51.614	96.725	82.547	60.998	52.312	45.416
ANKLE1	2.500	4.931	8.414	7.969	1.199	0.772	5.591	5.706	5.840	4.811	11.539	6.958	4.958	9.340	8.005	1.697	3.073	2.104	1.526	5.128	7.646	5.438	5.865	5.322	2.120	1.688	2.899	10.321	9.741	2.446
ABHD8	0.708	0.894	2.109	1.658	0.352	0.000	1.660	0.872	0.664	1.986	3.218	1.232	1.252	2.945	2.763	0.103	0.640	0.516	0.211	2.685	2.488	1.491	1.376	1.567	0.264	0.385	0.745	2.590	1.853	0.243
MRPL34	76.924	92.411	74.227	77.956	82.239	98.000	110.917	139.644	95.787	117.284	98.241	84.552	143.420	70.639	68.814	136.375	104.277	114.178	135.874	157.002	112.792	100.209	101.530	110.185	104.153	89.490	115.029	78.675	56.559	91.780
DDA1	21.292	22.123	25.402	21.569	25.200	31.704	23.534	25.746	23.714	28.273	33.114	31.500	25.977	24.314	23.584	33.575	27.904	31.556	34.430	28.867	26.179	27.342	25.770	25.835	23.714	28.322	24.137	28.871	25.385	27.695
LOC112530451	2.279	7.715	14.670	13.436	2.875	2.850	10.296	4.065	7.463	4.718	13.234	10.350	10.782	20.954	20.980	3.451	1.974	4.504	3.669	5.578	4.975	8.918	6.756	5.986	3.528	7.981	6.271	11.817	14.676	4.409
ANO8	2.256	8.046	11.343	9.948	4.466	3.338	12.846	6.112	7.799	5.339	12.328	10.097	6.352	17.799	16.525	4.672	3.605	6.570	5.419	5.306	6.051	7.673	8.308	8.469	6.008	5.616	6.773	13.148	16.191	4.528
GTPBP3	2.985	4.554	3.331	3.438	2.729	1.351	4.813	3.853	3.236	3.094	6.514	4.388	5.130	4.710	4.408	1.881	2.017	2.742	3.653	3.954	2.778	4.050	3.264	3.772	2.714	1.812	3.688	3.800	3.885	2.126
PLVAP	120.794	294.899	1222.843	742.841	112.301	94.834	632.643	182.472	557.108	226.298	1874.331	1464.564	1597.708	967.798	855.428	98.145	135.604	190.828	196.339	164.743	375.546	639.472	352.010	523.779	219.489	103.447	267.521	1170.412	1027.843	119.246
LOC420107	17.518	37.715	14.424	20.644	7.956	5.901	26.240	16.487	36.528	21.551	11.711	10.182	26.206	16.439	13.322	6.914	18.878	11.969	9.805	43.964	14.772	17.517	34.446	38.785	22.565	19.696	28.620	43.488	20.725	14.192
LOC107055361	123.368	317.896	178.237	199.546	62.944	102.482	274.385	197.642	458.925	218.401	154.367	125.254	243.730	260.045	225.276	102.258	129.316	165.037	95.534	277.402	150.489	186.087	343.633	355.427	255.139	201.577	236.942	509.332	274.148	205.325
CILP2	0.131	0.337	0.246	0.186	0.000	0.000	0.076	0.088	0.117	0.174	0.063	0.026	0.020	0.026	0.000	0.115	0.000	0.096	0.141	0.034	0.081	0.168	0.072	0.056	0.073	0.000	0.040	0.165	0.110	0.085
YJEFN3	0.118	0.388	0.757	0.888	0.140	0.033	0.000	0.024	0.126	0.141	0.000	0.000	0.011	0.563	0.378	0.185	0.000	0.000	0.076	0.037	0.131	0.051	0.019	0.040	0.000	0.104	0.194	0.000	0.020	0.091
NDUFA13	69.139	125.502	109.757	108.371	56.287	62.215	186.642	140.744	154.802	109.191	134.228	102.207	194.278	116.484	118.264	76.773	106.797	83.141	132.720	174.975	118.521	132.071	119.363	111.907	90.959	106.027	106.708	97.302	89.601	86.843
GATAD2A	10.604	9.454	13.199	10.336	12.243	13.055	9.321	9.847	8.425	10.828	12.821	12.043	9.159	11.258	11.488	11.706	11.337	13.112	13.206	11.061	8.775	10.293	10.457	9.543	10.991	10.547	11.021	13.254	11.618	9.921
MAU2	19.043	18.585	24.912	21.390	27.286	25.878	21.671	20.233	21.004	22.545	31.339	34.185	19.502	25.388	22.379	19.117	20.955	24.080	22.110	20.789	20.421	21.798	21.782	21.377	20.139	17.859	19.218	27.417	29.694	20.846
SUGP1	7.099	11.662	16.392	16.846	9.063	6.795	16.716	11.521	13.209	11.168	23.993	19.389	20.826	17.807	17.171	10.486	11.112	7.169	7.893	10.720	11.138	21.243	12.867	16.576	13.665	9.397	11.183	19.538	18.909	13.328
TM6SF2	0.000	0.071	0.000	0.235	0.096	0.091	0.000	0.259	0.197	0.256	0.185	0.116	0.551	0.077	0.115	0.000	0.362	0.000	0.104	0.100	0.000	0.633	0.105	0.110	0.000	0.094	0.000	0.162	0.054	0.000
HAPLN4	0.000	0.104	0.000	0.000	0.000	0.200	0.000	0.000	0.000	0.000	0.000	0.000	0.021	0.000	0.169	0.000	0.000	0.000	0.076	0.000	0.000	0.000	0.000	0.040	0.000	0.069	0.000	0.000	0.000	0.000
NCAN	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.040	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.043	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.000
NR2C2AP	21.171	23.209	23.894	19.047	29.804	23.589	25.649	28.902	21.763	28.279	21.094	12.842	21.826	18.011	19.300	29.712	28.556	32.063	38.227	35.478	28.591	20.345	25.432	23.154	18.242	20.295	15.642	14.711	16.512	12.401
RFXANK	21.579	22.372	16.274	17.304	21.283	25.384	25.722	25.136	18.708	24.148	20.662	18.930	25.221	16.225	15.069	25.338	40.092	29.207	26.558	30.216	22.696	21.714	26.205	24.976	22.188	20.015	18.305	18.658	15.334	16.491
BORCS8	19.354	24.110	21.068	19.043	22.203	21.056	30.590	23.146	24.449	18.911	38.978	37.950	36.633	18.256	22.876	21.290	25.817	26.240	28.563	34.305	23.835	23.871	26.446	28.263	21.422	20.899	26.802	28.598	23.626	20.778
TMEM221	4.688	4.817	4.476	4.293	3.609	3.532	6.229	5.193	5.215	3.902	7.926	7.960	8.367	4.094	4.692	3.955	4.350	4.280	4.852	6.835	4.338	5.326	4.498	5.387	4.434	4.539	5.268	5.715	4.637	4.365
MEF2B	1.793	2.648	10.024	3.444	1.055	0.600	2.065	13.939	1.375	0.941	2.039	2.132	3.466	2.482	2.613	1.734	0.886	0.671	0.152	3.369	1.844	1.136	6.268	4.109	2.110	0.277	1.775	1.897	1.628	7.742
LOC107055364	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.043	0.000	0.000	0.257	0.000	0.406	0.079	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.121	0.000
TMEM161A	5.846	13.803	10.783	11.978	6.727	5.606	10.472	11.408	10.436	5.861	10.244	7.991	8.102	13.035	12.274	5.160	7.635	4.634	4.899	9.868	10.212	11.931	10.399	8.230	6.229	7.933	8.278	9.475	8.715	6.747
SLC25A42	1.110	2.415	2.639	2.846	1.708	1.909	2.791	2.274	3.422	2.019	6.379	5.820	2.087	3.344	2.973	2.073	2.920	2.716	2.699	2.265	2.458	5.568	2.462	3.655	2.278	1.860	2.721	3.716	4.779	1.633
ARMC6	20.220	19.752	23.561	23.538	23.840	24.395	27.048	28.073	25.669	30.923	33.397	32.238	28.843	23.959	23.350	27.278	26.579	30.108	31.853	30.974	24.086	20.976	23.116	24.625	21.531	20.415	21.584	24.995	22.034	21.347
SUGP2	2.807	5.228	8.968	8.318	3.463	4.479	5.189	4.220	5.930	3.681	7.080	5.489	2.992	7.907	6.700	3.813	3.512	3.024	2.815	3.172	5.675	5.531	4.643	4.680	4.239	3.182	3.230	7.924	9.143	6.174
HOMER3	1.051	1.517	1.597	2.026	1.367	1.058	1.705	1.636	1.638	1.090	1.750	1.490	1.046	1.035	1.172	1.413	1.121	0.809	0.677	0.731	1.041	1.997	1.345	1.386	1.250	0.828	1.065	2.444	1.925	1.126
DDX49	6.536	9.360	9.895	10.586	9.454	10.278	10.822	14.621	11.776	11.024	12.078	11.044	7.684	9.892	10.914	12.333	10.089	10.274	11.332	12.724	9.500	9.181	11.097	8.946	13.229	9.598	10.464	10.848	9.924	15.114
COPE	59.859	69.949	66.481	62.628	73.111	71.158	71.405	84.961	72.436	70.505	49.139	49.778	50.779	49.037	44.505	108.434	88.419	89.624	88.419	103.118	70.555	64.544	67.332	73.405	76.997	76.761	56.611	59.114	51.686	74.251
CERS1	1.030	3.890	6.531	4.208	1.513	0.695	6.197	5.394	4.245	2.206	2.985	3.807	1.018	2.958	3.350	1.150	0.866	1.277	1.163	1.909	2.461	4.995	3.151	3.347	2.234	1.039	2.849	7.067	6.907	5.544
GDF3	0.925	7.635	12.018	8.201	2.759	1.308	12.711	11.994	9.530	5.138	6.931	6.649	2.978	6.083	6.257	2.515	2.853	3.251	1.809	5.026	5.043	11.207	6.719	7.278	4.285	1.941	6.487	14.500	11.455	11.508
UPF1	31.613	40.963	51.691	44.147	38.521	40.982	38.217	40.726	38.020	40.127	41.468	53.423	17.661	43.643	40.266	41.034	36.402	37.837	33.835	32.125	32.972	44.685	36.327	38.501	41.220	40.681	39.569	53.443	49.461	50.298
COMP	1.731	7.792	4.581	4.599	2.173	4.346	13.848	2.755	6.481	3.496	4.462	3.663	2.073	4.628	4.353	5.589	5.129	4.482	2.053	3.110	2.840	6.254	4.089	4.899	4.175	2.375	4.951	5.588	7.051	3.314
CRTC1	9.764	14.305	18.524	15.095	11.294	14.074	12.993	12.851	13.890	13.370	16.362	17.745	7.821	19.862	18.011	11.600	11.386	12.955	10.946	10.083	13.862	13.204	11.876	11.076	13.768	10.065	10.693	17.960	20.117	13.009
KLHL26	3.226	5.085	4.258	4.233	3.161	3.408	4.049	3.545	3.809	4.588	3.582	3.560	2.327	4.224	4.338	3.045	4.150	4.062	3.006	4.247	3.862	4.580	4.235	4.085	4.781	4.099	3.208	3.582	4.087	3.983
TMEM59L	1.084	4.982	2.118	3.955	3.289	1.149	1.159	1.873	2.375	2.006	1.160	0.676	0.837	1.573	2.143	0.660	2.034	0.635	0.312	1.201	1.729	2.033	1.142	1.454	1.990	4.434	2.414	1.264	1.010	0.869
CRLF1	22.399	52.189	15.397	35.905	10.165	10.440	14.681	24.184	23.485	35.567	11.726	15.962	12.460	19.361	21.519	5.872	15.074	8.044	5.251	9.370	19.914	20.110	12.574	15.139	27.147	45.442	31.422	13.857	12.926	12.620
C19orf60	19.652	21.827	18.092	18.275	23.941	22.171	15.558	28.670	22.101	33.898	22.919	20.376	28.180	25.407	21.431	39.179	25.887	26.647	29.357	30.350	25.143	22.015	25.871	22.581	21.545	35.797	31.023	15.505	19.633	21.057
UBA52	1703.222	1670.641	1785.972	1588.705	2173.898	2438.490	2055.925	2500.810	1879.066	2937.346	1777.640	1647.191	2237.159	1960.090	1852.690	2758.253	2431.212	2895.303	2968.578	3267.133	2234.427	1842.836	2453.802	2143.186	2045.124	2787.570	1929.572	1344.301	1423.979	1706.918
KXD1	62.281	62.623	65.017	64.631	73.205	71.950	65.036	79.666	59.411	91.661	78.721	94.540	94.041	77.373	70.172	94.914	55.718	114.207	83.740	85.567	65.844	63.737	76.500	70.885	84.841	83.268	84.356	89.906	79.255	65.646
FKBP8	30.463	40.550	36.127	39.514	39.576	43.986	43.876	44.516	40.870	51.250	45.681	38.743	45.541	48.731	46.089	51.346	34.733	56.080	44.895	55.708	42.648	44.433	50.077	49.700	45.680	56.502	46.141	39.652	42.532	40.156
ELL	14.400	17.668	19.072	17.006	15.158	13.186	9.718	14.211	15.509	14.818	17.080	24.279	13.008	16.317	17.495	13.805	11.056	15.717	11.028	10.303	9.527	13.963	10.465	12.212	12.674	14.762	13.766	15.287	17.563	13.351
LOC112530432	8.916	11.450	12.175	10.976	10.219	8.486	3.968	11.388	11.879	10.125	10.132	17.184	9.843	12.864	11.420	7.086	5.000	9.863	6.176	5.843	5.751	11.036	6.786	7.580	6.433	9.599	7.005	10.172	11.207	9.456
ISYNA1	24.488	26.625	61.757	50.085	16.864	24.748	38.877	17.938	37.344	48.882	73.502	42.380	32.729	73.084	61.450	26.592	15.588	29.118	25.822	31.224	24.118	27.337	19.577	18.275	15.127	46.004	32.443	44.995	37.921	6.566
SSBP4	15.712	11.262	10.617	10.509	18.352	15.914	7.245	9.326	6.991	18.100	5.154	5.409	2.023	9.471	9.719	19.727	11.872	25.951	12.922	11.242	10.032	7.069	11.767	9.725	15.549	19.529	10.606	9.227	8.527	10.501
GDF15	0.093	0.560	0.596	0.450	0.138	0.589	0.426	1.680	0.603	0.277	0.667	0.167	0.396	0.608	0.496	0.121	0.434	0.000	0.075	0.503	0.172	0.354	0.341	0.316	0.673	0.136	0.170	0.465	0.662	1.540
LOC112530443	0.147	0.486	0.118	0.089	0.110	0.000	0.508	0.964	0.169	0.000	0.382	0.000	0.431	0.352	0.263	0.097	0.138	0.000	0.118	0.228	0.000	0.000	0.241	0.440	0.247	0.972	0.067	0.185	0.062	0.683
PGPEP1	7.140	5.104	6.018	4.842	6.171	8.623	6.610	7.379	5.108	8.930	4.552	4.675	3.947	7.028	6.537	8.477	9.721	8.177	8.243	12.011	6.569	5.470	7.706	5.429	5.500	8.752	5.870	4.320	4.358	5.850
LSM4	24.243	20.916	17.568	17.220	25.556	33.450	18.643	28.416	19.103	25.816	17.462	16.130	16.328	17.465	16.312	31.379	27.345	29.724	27.469	30.729	20.742	20.254	24.028	24.309	24.547	17.558	18.809	17.379	14.913	28.656
JUND	191.697	167.267	159.429	220.829	218.974	226.973	190.614	236.862	153.733	238.830	264.641	393.198	323.681	343.162	309.526	293.931	309.788	377.773	342.852	331.010	186.027	205.959	161.801	172.804	197.103	245.272	199.462	173.190	138.108	170.149
LOC107055358	206.582	203.752	65.400	165.235	194.148	208.237	128.161	253.696	147.301	194.975	57.941	27.719	134.210	169.639	151.200	190.268	227.834	348.535	232.072	177.454	199.178	107.122	184.301	163.039	253.287	303.382	197.979	29.711	64.312	169.810
PDE4C	1.377	2.400	1.261	2.010	3.252	2.964	2.683	2.456	2.323	3.884	2.880	1.544	1.670	5.316	4.804	0.695	1.431	1.945	1.876	6.114	2.030	2.456	2.657	2.622	3.173	3.795	2.662	1.756	1.657	1.672
RAB3A	31.923	23.998	17.356	20.359	47.008	35.966	20.609	26.868	13.763	30.852	17.419	20.630	10.831	27.286	25.226	34.149	32.860	47.800	43.764	34.228	26.058	14.445	23.158	19.612	31.846	36.795	26.130	14.296	19.899	23.769
MPV17L2	18.676	30.086	41.274	38.801	37.601	30.517	42.665	36.373	33.300	46.776	60.587	35.069	39.178	41.962	36.823	38.196	20.256	39.707	34.267	26.725	31.935	37.214	52.299	39.286	47.109	31.791	27.920	43.005	55.199	22.055
IFI30	106.901	458.374	356.326	401.778	161.132	143.969	382.126	765.434	644.499	277.082	169.687	169.980	375.460	364.942	372.667	186.526	311.636	151.761	65.023	385.050	227.531	460.738	419.133	427.125	268.714	140.915	299.300	497.238	270.278	399.900
PIK3R2	21.031	24.180	28.599	24.786	32.400	30.727	24.862	21.717	18.573	26.122	15.915	18.324	5.171	22.376	22.190	37.171	32.898	38.300	28.614	23.431	23.551	24.523	24.638	21.563	28.917	30.671	23.661	27.483	30.049	24.215
MAST3	3.275	10.117	12.832	12.384	4.350	5.493	12.289	13.735	11.269	7.711	9.659	10.385	6.467	14.966	15.667	6.969	4.744	4.656	4.343	6.688	9.330	11.582	10.307	10.746	6.373	5.108	9.991	19.690	19.171	10.018
IL12RB1	0.166	1.491	1.415	1.244	0.354	0.403	3.641	3.403	2.644	1.090	1.110	1.805	1.243	0.966	0.849	1.092	1.517	0.390	0.344	0.590	1.902	2.705	1.852	2.882	1.036	0.559	0.611	2.986	1.960	1.913
ARRDC2	12.502	18.299	53.588	37.376	21.004	24.762	38.024	22.536	74.920	46.952	188.616	239.024	171.687	86.570	83.323	18.167	18.557	20.963	15.067	22.251	23.134	100.524	25.566	53.418	22.186	25.050	38.772	74.546	81.349	11.041
C19orf45	0.045	0.099	0.072	0.164	0.536	0.000	0.052	0.136	0.138	0.090	0.181	0.514	0.283	0.322	0.642	0.295	0.421	0.000	0.217	0.000	0.042	0.098	0.147	0.153	0.050	0.132	0.288	0.602	0.416	0.209
PEX11G	4.043	15.938	5.963	8.265	9.960	7.620	8.988	16.473	7.321	8.730	13.007	10.081	8.425	7.517	7.422	7.516	5.901	5.954	6.780	8.366	16.406	8.968	9.760	10.305	12.679	5.278	7.725	8.322	8.409	18.294
LOC425795	3.303	3.462	6.418	4.852	4.041	7.576	5.131	4.712	6.859	8.074	5.997	14.566	5.335	5.623	5.621	5.766	3.333	4.701	3.762	3.240	4.117	3.443	4.598	5.133	4.005	3.890	3.087	6.236	6.187	4.292
ARHGEF18	6.684	9.767	9.292	9.654	7.518	9.245	9.637	8.850	8.289	6.098	6.936	6.617	4.305	6.902	7.107	6.851	5.949	7.937	7.085	6.554	8.251	7.566	9.723	8.969	8.314	4.948	8.519	8.937	8.085	13.158
INSR	6.046	15.575	12.508	11.610	7.333	5.904	11.733	14.251	11.638	8.433	14.678	16.761	7.674	16.542	16.090	3.443	4.678	5.784	5.157	4.971	13.509	12.498	11.876	11.432	12.123	5.571	9.255	11.726	14.587	14.535
USE1	12.257	15.616	10.446	11.433	8.232	10.273	10.544	13.138	11.927	11.684	12.646	12.871	12.944	11.001	10.729	10.554	9.092	10.062	11.388	12.931	10.683	11.341	15.530	14.598	16.571	10.530	11.597	12.169	10.597	14.884
MYO9B	9.136	12.369	20.234	18.607	10.942	13.520	16.507	16.389	15.470	10.870	14.658	14.809	7.606	12.829	12.036	10.317	10.778	10.835	11.017	10.835	14.264	17.100	16.451	15.656	14.121	9.454	12.224	21.087	16.326	18.978
HAUS8	3.964	3.796	7.354	4.198	4.936	5.208	4.887	5.595	5.401	3.439	6.476	6.434	5.211	4.459	4.331	2.693	3.763	2.651	3.904	3.980	4.209	2.908	4.932	5.812	3.336	2.534	2.566	5.389	4.355	5.016
CPAMD8	3.463	1.425	2.719	2.758	2.099	2.806	1.686	0.979	1.566	1.768	1.996	2.426	1.453	2.760	2.766	3.547	3.065	5.295	4.488	2.163	2.384	2.372	2.228	2.259	2.565	3.391	2.247	2.511	2.807	1.700
F2RL3	0.805	0.633	2.077	1.213	0.533	0.957	1.516	0.644	0.843	0.917	2.923	3.541	1.946	1.863	1.689	0.302	0.767	1.062	1.049	0.516	0.904	1.174	1.676	2.411	1.200	1.295	1.254	2.654	2.258	0.425
SIN3B	18.380	14.571	17.280	12.893	19.047	27.546	14.141	13.729	13.930	21.995	13.802	13.961	6.571	14.472	13.788	23.814	24.827	20.587	26.485	17.076	14.105	14.166	17.341	14.534	16.006	17.485	17.473	16.707	13.932	14.272
TMEM38A	15.400	11.894	11.075	10.858	8.526	26.835	11.292	8.269	12.149	13.468	16.823	19.671	11.895	14.424	13.191	9.445	9.909	5.841	10.221	9.218	8.861	11.311	9.508	10.543	9.310	11.262	9.167	11.868	12.930	14.033
SMIM7	59.651	69.385	76.205	65.575	72.218	63.039	63.079	83.385	79.173	78.156	98.003	105.836	92.561	71.904	66.264	69.212	69.353	67.835	67.344	69.429	60.040	73.374	70.913	76.627	68.144	65.488	72.995	80.464	79.930	61.194
MED26	2.595	3.778	6.391	6.383	2.435	2.040	4.406	3.305	6.967	3.456	13.989	18.204	5.893	8.009	6.194	2.951	2.624	2.801	2.576	2.240	3.092	11.884	3.329	6.131	3.314	2.662	3.530	14.398	16.688	4.511
SLC35E1	6.663	9.357	11.929	9.539	10.795	14.387	10.634	10.627	11.486	10.292	13.012	12.791	8.852	11.344	9.988	13.186	14.435	11.102	10.659	11.271	9.250	10.899	9.450	9.455	9.747	9.722	9.177	11.033	11.248	12.336
CHERP	17.100	18.332	24.081	21.109	23.163	25.017	17.603	18.813	17.763	19.627	22.167	25.941	12.048	19.752	20.908	23.525	20.203	23.586	19.660	17.205	17.406	18.556	19.044	19.005	19.217	20.562	15.516	25.158	25.992	23.038
C19orf44	3.755	5.599	3.558	4.654	3.714	5.358	6.628	10.190	7.026	7.486	4.793	5.963	3.511	4.992	4.451	5.205	6.257	4.719	4.294	4.575	8.622	4.262	6.877	6.531	6.630	5.464	4.764	4.761	3.868	10.511
CALR3	0.000	0.110	0.161	0.000	0.000	0.141	0.230	0.202	0.000	0.000	0.086	0.151	0.068	0.179	0.179	0.066	0.188	0.000	0.081	0.000	0.000	0.109	0.082	0.085	0.056	0.000	0.000	0.042	0.084	0.426
EPS15L1	5.817	4.885	7.448	6.139	6.485	7.262	4.708	3.832	4.216	6.450	7.364	7.314	3.769	5.758	6.380	6.924	7.042	8.437	8.626	6.459	5.412	4.759	5.917	5.385	5.632	6.028	5.050	6.839	7.499	5.827
KLF2	114.663	132.806	411.719	291.968	368.565	261.110	310.146	171.909	188.908	409.940	704.791	294.742	375.824	608.755	516.053	596.668	445.930	508.017	429.640	347.729	278.261	201.276	241.910	238.064	307.921	319.114	172.191	608.221	688.018	122.034
AP1M1	16.640	12.761	15.485	12.822	22.371	21.823	11.807	12.820	13.356	13.816	11.932	13.941	10.582	9.482	10.640	18.793	19.350	18.567	22.041	19.157	14.231	10.715	15.498	14.693	14.087	15.058	10.061	12.806	9.590	17.044
FAM32A	243.427	195.366	234.625	168.785	362.393	331.645	186.680	250.329	191.643	325.204	153.372	156.784	148.048	185.564	180.293	401.086	285.915	375.441	256.652	280.750	200.608	151.100	197.531	195.736	177.034	348.188	202.795	145.653	161.638	205.420
CIB3	3.782	5.493	6.492	6.227	4.360	4.777	5.023	4.779	6.440	5.026	8.819	7.853	8.350	5.003	5.134	5.162	4.638	4.466	5.562	5.870	4.223	5.186	3.638	4.821	4.143	5.629	4.718	5.321	5.685	3.922
RAB8A	112.559	57.606	48.569	57.795	70.401	120.574	55.923	47.379	43.992	115.226	37.206	34.470	49.297	40.079	41.638	149.626	123.711	141.294	143.987	119.269	58.595	44.761	63.772	55.846	53.852	124.415	70.805	39.871	34.032	58.323
TPM4	232.283	111.547	77.515	104.824	135.073	245.485	105.864	86.510	77.359	237.353	53.834	48.738	93.389	69.948	70.851	307.488	249.978	295.778	300.887	252.925	112.554	79.086	122.243	104.864	98.190	263.485	139.305	63.332	46.903	104.568
LOC107055376	3.339	1.250	1.329	1.633	1.591	1.460	0.238	1.353	1.162	1.372	1.785	0.601	1.055	2.139	2.336	1.762	0.711	3.575	1.884	0.855	1.922	1.619	2.258	1.851	2.847	3.185	2.463	1.153	1.795	2.131
ZNRF4	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.039	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
PTPRS	4.848	17.341	22.455	19.995	6.646	9.722	17.087	9.732	17.905	12.053	12.282	17.586	6.354	14.466	15.927	9.260	9.177	9.794	8.364	10.608	12.818	17.152	10.906	12.172	10.027	7.475	11.960	26.415	24.728	12.166
LOC107055377	2.212	4.026	5.047	5.185	1.498	2.103	3.334	2.878	5.335	1.763	3.707	3.755	4.403	2.932	2.729	1.530	1.056	1.055	1.360	3.370	2.357	3.343	2.538	3.021	1.663	1.653	3.246	4.613	3.485	2.614
KDM4B	6.718	7.930	9.665	8.967	7.472	7.736	8.898	8.792	7.985	7.686	10.076	9.757	5.653	9.342	8.238	7.221	8.239	7.523	8.548	5.777	8.597	9.491	9.083	9.837	10.279	6.447	8.788	9.711	9.882	10.536
UHRF1	2.784	3.493	8.146	5.963	2.401	3.058	3.736	6.635	4.006	2.110	3.288	3.798	1.452	2.503	2.260	3.201	2.202	2.390	1.964	3.143	2.783	3.398	4.113	3.909	3.550	2.399	2.216	5.222	4.550	8.227
PLIN3	1.360	2.146	3.266	2.062	2.526	3.064	2.133	2.682	3.098	5.303	0.897	1.187	1.323	3.509	3.449	0.983	2.774	2.843	1.015	1.284	5.336	2.889	2.956	2.910	5.419	6.106	5.332	1.683	2.636	2.562
TICAM1	9.925	11.550	19.466	15.230	13.806	14.330	14.174	13.838	14.138	13.410	20.113	20.064	9.488	18.605	18.266	13.698	8.832	16.193	13.163	10.159	13.586	12.046	13.727	13.468	14.265	13.468	11.041	20.385	18.706	18.187
FEM1A	26.900	25.479	30.952	26.774	36.544	38.608	32.586	30.682	25.943	33.916	23.067	24.772	12.815	25.003	24.371	35.301	40.070	38.528	34.740	32.210	28.376	30.439	29.652	27.540	30.322	35.853	25.842	26.929	24.862	29.278
DPP9	8.614	10.367	13.861	12.953	10.488	11.737	12.453	12.618	11.510	9.929	12.737	13.067	6.771	12.478	11.900	10.950	10.284	11.595	11.295	8.794	10.815	11.603	10.619	10.436	11.346	11.065	10.642	14.964	14.319	13.171
LOC420160	1.893	11.533	19.564	14.613	2.605	1.132	27.583	26.056	19.711	4.063	13.005	13.772	22.043	7.831	8.452	4.013	2.869	2.547	1.993	5.762	6.639	16.885	17.668	19.576	8.301	1.711	7.880	22.738	20.335	12.113
MYDGF	35.488	58.181	56.660	54.808	38.125	39.292	66.169	76.096	70.705	45.731	64.023	54.618	49.843	53.600	57.071	47.117	45.918	45.312	41.067	55.397	61.915	67.940	64.441	63.841	63.301	49.064	49.970	63.377	48.168	73.647
TNFAIP8L1	2.217	3.471	5.935	4.513	3.972	2.923	5.377	9.393	4.464	2.635	2.518	2.800	2.584	2.217	2.209	2.910	2.921	2.750	1.956	2.283	4.225	4.198	6.292	4.804	3.765	3.507	2.659	4.909	3.928	5.841
LOC107049738	0.030	0.130	0.000	0.216	0.044	0.335	0.000	0.000	0.000	0.000	0.239	0.643	0.280	0.283	0.318	0.000	0.000	0.000	0.000	0.000	0.055	0.097	0.243	0.051	0.066	0.218	0.190	0.000	0.125	0.000
LOC121107783	0.029	0.000	0.000	0.000	0.000	0.041	0.000	0.146	0.000	0.116	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.027	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.146	0.000
LOC121107779	0.000	0.063	0.000	0.000	0.000	0.000	0.066	0.000	0.000	0.230	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.048	0.000	0.000
LOC121107781	0.000	0.000	0.000	0.000	0.000	0.000	0.255	0.447	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.086	0.155	0.000	0.023	0.000	0.000	0.000	0.000	0.000	0.000	0.000
LOC121107769	0.021	0.070	0.000	0.285	0.032	0.000	0.074	0.064	0.000	0.042	0.074	0.064	0.019	0.025	0.190	0.000	0.000	0.000	0.000	0.000	0.020	0.000	0.000	0.000	0.000	0.063	0.000	0.000	0.000	0.000
LOC121107767	0.014	0.000	0.000	0.000	0.000	0.020	0.081	0.028	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.024	0.035	0.000
